db,db_name,exchange,cab,address,lat,long,notes
CL,Central London,BERMONDSEY,P1,"JCN CATHAY STREET & JAMAICA ROAD, BERMONDSEY, LONDON.  - SE16 4RS",51.498966217041016,-0.05838024243712425,
CL,Central London,BERMONDSEY,P11,S/O BHF SHOP 211 OLD KENT ROAD JCN MARCIA ROAD BERMONDSEY LONDON   - SN1 5NH,51.4904899597168,-0.08039113879203796,
CL,Central London,BERMONDSEY,P13,O/S ST MARYS ESTATE  ST MARYCHURCH STREET LONDON - SE16 4HY,51.49987030029297,-0.05469672381877899,
CL,Central London,BERMONDSEY,P17,"O/S 2 REGENERATION ROAD, BERMONDSEY, LONDON. - SE16 2NX",51.48941421508789,-0.04792500287294388,
CL,Central London,BERMONDSEY,P2,"S/O 180 JAMAICA ROAD, JCN DRUMMOND ROAD, BERMONDSEY, LONDON. - SE16 4RT",51.49819564819336,-0.0622454434633255,
CL,Central London,BERMONDSEY,P21,"Dower Court, Silwood Street  SE16 2BF",51.48966598510742,-0.053026553243398666,
CL,Central London,BERMONDSEY,P22,"RAYMOUTH ROAD, JCN ROTHERHITHE ROAD, BERMONDSEY, LONDON. - SE16 2DB",51.49046325683594,-0.05531318113207817,
CL,Central London,BERMONDSEY,P23,(PCP23) CHAMBERS STREET OPP FLOCKTON STREET BERMONDSEY LONDON SE16 4XL  - SE16 4XL,51.50065231323242,-0.06832237541675568,
CL,Central London,BERMONDSEY,P25,"Ness Street Jcn Spa Road, London - SE16 4AQ",51.49630355834961,-0.06863583624362946,
CL,Central London,BERMONDSEY,P26,OPP WELLER HOUSE GEORGE ROW BERMONDSEY LONDON SE16 4UU  - SE16 4UU,51.498931884765625,-0.06920197606086731,
CL,Central London,BERMONDSEY,P27,"O/S 162 -164 ABBEY STREET, BERMONDSEY, LONDON. - SE1 2AN",51.49818420410156,-0.07179813086986542,
CL,Central London,BERMONDSEY,P28,"O/S 130 ABBEY STREET, BERMONDSEY, LONDON - SE1 3NP",51.49772644042969,-0.07586576789617538,
CL,Central London,BERMONDSEY,P29,opposite  Bolanachi Building spa Road London  - SE16 3SG,51.49591064453125,-0.07032370567321777,
CL,Central London,BERMONDSEY,P3,"UNDER RAILWAY ARCH, SOUTHWARK PARK ROAD, JCN. DRUMMOND ROAD, BERMONDSEY, LONDON - SE16 2HB",51.492427825927734,-0.06037243455648422,
CL,Central London,BERMONDSEY,P30,"GRIMSCOTT STREET, S/O 43 GRANGE ROAD, BERMONDSEY, LONDON. - SE1 3BH",51.495643615722656,-0.07882039248943329,
CL,Central London,BERMONDSEY,P31,"Dunton Road, London S/O BREWSTER House, 111-115 Grange Road, Bermondsey, London   - SE1 3BL",51.49312210083008,-0.07404296100139618,
CL,Central London,BERMONDSEY,P32,"REAR OF 146 SOUTHWARK PARK ROAD, MONNOW ROAD, BERMONDSEY, LONDON - SE1 3RP",51.49208450317383,-0.06747443228960037,
CL,Central London,BERMONDSEY,P34,"O/S Towergate, 112 Pages Walk, London - SE1 4HQ",51.49297332763672,-0.08308163285255432,
CL,Central London,BERMONDSEY,P35,"George Row Jcn Wolseley Street, London - SE1 2BL",51.50041580200195,-0.0692976862192154,
CL,Central London,BERMONDSEY,P36,O/S  1-6 MARLOW HOUSE MALBY STREET JCN ABBEY STREET LONDON - SE1 3DW,51.497947692871094,-0.07548197358846664,
CL,Central London,BERMONDSEY,P37,"O/S 1-80 Bolanachi Building, Spa Road, Bermondsey, London  - SE16 3SG",51.49604034423828,-0.07064951211214066,
CL,Central London,BERMONDSEY,P38,O/S ROTHERHITHE STN (LT) BRUNEL ROAD. BERMONDSEY LONDON  - SE16 4LD,51.50082015991211,-0.05183222144842148,
CL,Central London,BERMONDSEY,P39,In Southwark Park Road  S/O Hickling House Bermondsey London  - SE16 2ER,51.49537658691406,-0.05968547239899635,
CL,Central London,BERMONDSEY,P40,O/S 64 RECULVER ROAD. BERMONDSEY  LONDON  - SE16 2RS,51.48849868774414,-0.04903009161353111,
CL,Central London,BERMONDSEY,P42,"Raymouth Road Jcn Nelldale Road, London - SE16 2DH",51.4915771484375,-0.057282619178295135,
CL,Central London,BERMONDSEY,P43,JCN ABLETT STREET & ILDERTON RD. BERMONDSEY  LONDON  - SE16 3BP,51.486778259277344,-0.05487942695617676,
CL,Central London,BERMONDSEY,P44,S/O 72 VERNEY ROAD (CREDON HSE) BERMONDSEY LONDON  - SE16 3DH,51.48577880859375,-0.05855168402194977,
CL,Central London,BERMONDSEY,P45,CNR of  Bevington Street & Jamaica Road London  - SE16 4SH,51.49815368652344,-0.06623808294534683,
CL,Central London,BERMONDSEY,P47,"Avondale Road, S/O George Elliston House, Old Kent Road, London  - SE1 5ET",51.485618591308594,-0.07015322893857956,
CL,Central London,BERMONDSEY,P48,CNR of Rotherhithe New Road &  St Jamess Road BERMONDSEY Southwark London  - SE16 3JH,51.48530578613281,-0.06534132361412048,
CL,Central London,BERMONDSEY,P49,"Bermondsey Wall West, S/O 1 to 47 Providence Square, London - SE1 2EA",51.501739501953125,-0.0699477568268776,
CL,Central London,BERMONDSEY,P5,S/O EBR ATTIRIDGE SOLICITORS ST JAMES ROAD BERMONDSEY LONDON   BERMONDSEY  LONDON - SE1 5BW,51.49199295043945,-0.06514465063810349,
CL,Central London,BERMONDSEY,P50,O/S Tissington CourtRotherhithe New RoadBERMONDSEYLondon - SE16 2AG,51.49116897583008,-0.04848391190171242,
CL,Central London,BERMONDSEY,P51,CNR of Southwark Park Road & Jamaica Roadlondon - SE16 4BD,51.498416900634766,-0.06039190664887428,
CL,Central London,BERMONDSEY,P53,O/S DHONAU HSE JCN  DUNTON ROAD &   SETCHELL ROAD. BERMONDSEY SE1 5TL  - SE1 5TL,51.49211120605469,-0.07457520812749863,
CL,Central London,BERMONDSEY,P54,"Silwood Street Jcn Rotherhithe New Road, London - SE16 2AP",51.490753173828125,-0.052736733108758926,
CL,Central London,BERMONDSEY,P55,"Canada Street Opp Wolfe Cresent, London - SE16 6SF",51.499019622802734,-0.04523822292685509,
CL,Central London,BERMONDSEY,P57,"Salter Road, R/O OPP Burnside Close, London  - SE16 5SP",51.5052604675293,-0.0429682694375515,
CL,Central London,BERMONDSEY,P58,Address 1 (PCP58)SURREY QUAYS ROAD   JCN NEEDLEMAN STREET  ROTHERHITHE  LONDON - SE16 7AJ,51.49890899658203,-0.04821101203560829,
CL,Central London,BERMONDSEY,P6,"O/S St JAMES'S CHURCH, THURLAND ROAD, BERMONDSEY, LONDON. - SE16 4AE",51.497188568115234,-0.06757565587759018,
CL,Central London,BERMONDSEY,P60,(HU01 - in footway box) O/S 1-26 GWENT COURT ROTHERHITHE STREET BERMONDSEY - SE16 5SW,51.50646209716797,-0.04352184757590294,
CL,Central London,BERMONDSEY,P61,O/S VANCOUVER HOUSE SURREY QUAYS ROAD BERMONDSEY   - SE16 7BU,51.4989013671875,-0.04844175651669502,
CL,Central London,BERMONDSEY,P62,"B205 JCN NORWAY GATE, B205, BERMONDSEY  - SE16 6QQ",51.49763870239258,-0.037488486617803574,
CL,Central London,BERMONDSEY,P63,R/O 6 KEEL CLOSE  ON TIMBER POND ROAD BERMONDSEY LONDON  - SE16 6BX,51.50333023071289,-0.0422295480966568,
CL,Central London,BERMONDSEY,P64,"CCC ALL IN ONE HUAWE Near 2,  JCN SALTER ROAD AND LAGADO MEWS SE16 5PD  - SE16 5PD",51.50453567504883,-0.04536246135830879,
CL,Central London,BERMONDSEY,P65,"(PCP65) NEAR 11, FINLAND STREET, BERMONDSEY SE16 7TP  - SE16 7TP",51.49563980102539,-0.03885660693049431,
CL,Central London,BERMONDSEY,P66,"NEAR 153 PLOUGH WAY, BERMONDSEY, LONDON   - SE16 7FN",51.492286682128906,-0.03721429407596588,
CL,Central London,BERMONDSEY,P67,"S/O 82 Tanner St, London   - SE1 3GN",51.49968338012695,-0.07715219259262085,
CL,Central London,BERMONDSEY,P68,S/O 15 BURY CLOSE ROTHERHITHE STREET LONDON   - SE16 5SR,51.505184173583984,-0.045046400278806686,
CL,Central London,BERMONDSEY,P69,(PCP69-R24) S/O THE VICTORIA 68-70 PAGES WALK LONDON   - SE1 4HL,51.494537353515625,-0.08026444166898727,
CL,Central London,BERMONDSEY,P70,TRUNDLEYS ROAD SIDE OF 50 TRUNDLEYS TERRACE LONDON   SE8 5AX  - SE8 5AX,51.49000930786133,-0.04467296600341797,
CL,Central London,BERMONDSEY,P71,(PCP71-R50) C/O ALBION STREET/NEPTUNE STREET BERMONDSEY LONDON   - SE16 7JB,51.49917984008789,-0.05368879809975624,
CL,Central London,BERMONDSEY,P72,NEAR ASSEMBLY HALL NEPTUNE STREET LONDON  - SE16 7JR,51.49753952026367,-0.053556911647319794,
CL,Central London,BERMONDSEY,P73,AT SIDE OF DAVES BARBERS 149 SOUTHWARK PARK ROAD LONDON  - SE16 3RP,51.49253845214844,-0.06708076596260071,
CL,Central London,BERMONDSEY,P74,ROLLS ROAD (B204)  OPPOSITE 87/89 ABERCORN WAY  BERMONDSEY LONDON SE1 5HR  - SE1 5HR,51.488224029541016,-0.06943824887275696,
CL,Central London,BERMONDSEY,P76,LYNTON ROAD OPPOSITE REVERDY ROAD BERMONDSEY LONDON   - SE1 5QU,51.48991775512695,-0.07069196552038193,
CL,Central London,BERMONDSEY,P77,(PCPR98_77) NEAR 185 STEVENSON CRESCENT LONDON SE16 3EW  - SE16 3EW,51.48881149291992,-0.0629747062921524,
CL,Central London,BERMONDSEY,P78,OPP 70 MONNOW ROAD LONDON - SE1 5QX,51.489959716796875,-0.06780920922756195,
CL,Central London,BERMONDSEY,P79,"SOUTHWARK PARK ROAD  OPPOSITE LONGLEY STREET BERMONDSEY, LONDON. SE16 3SR  - se16 3sr",51.49270248413086,-0.0683702901005745,
CL,Central London,BERMONDSEY,P8,"Old Kent Road Opp Malt Street, London - SE1 5ES",51.485206604003906,-0.06896089017391205,
CL,Central London,BERMONDSEY,P80, - ,51.49260711669922,-0.06792782247066498,
CL,Central London,BERMONDSEY,P82,PCP82 O/S 4 LYNTON ROAD  BERMONDSEY LONDON SE1 5QR  - se1 5qr,51.490909576416016,-0.07475549727678299,
CL,Central London,BERMONDSEY,P83,SIDE OF 70-72 ALBION STREET ON SWAN ROAD  Rotherhithe  LONDON - SE16 7JY,51.500946044921875,-0.050285108387470245,
CL,Central London,BERMONDSEY,P84,C/O HAWKSTONE ROAD and CANUTE GARDENS  LONDON SE16 2PW  - SE16 2PW,51.49269485473633,-0.04938393831253052,
CL,Central London,BERMONDSEY,P85,OPP 1 Galleon Close LONDON   - SE16 6DJ,51.50227355957031,-0.04888851195573807,
CL,Central London,BERMONDSEY,PR93,O/S OF 7 TO 12 AT JNC OF OREILLY ST AND WILLOW WALK - SE1 5SJ,51.491878509521484,-0.07614089548587799,
CL,Central London,STEPNEY GREEN,Exch,,51.514060974121094,-0.051614999771118164,
CL,Central London,STEPNEY GREEN,P1,"O/S 30 to 36 Apsley House, Stepney Way, London - E1 3DS",51.51585388183594,-0.0484379418194294,
CL,Central London,STEPNEY GREEN,P10,JCN MILE END ROAD CLEVELAND WAY LONDON - E1 4TT,51.52092361450195,-0.052185170352458954,
CL,Central London,STEPNEY GREEN,P11,O/S 201 MILE END ROAD OPP WHITE HORSE LANE STEPNEY GREEN - E1 4AA,51.52200698852539,-0.045868486166000366,
CL,Central London,STEPNEY GREEN,P12,"O/S 1 - 37 Longford House, Jubilee Street, London - E1 3EH",51.51466369628906,-0.05356213450431824,
CL,Central London,STEPNEY GREEN,P13,S/O 1 PAINTER HOUSE SIDNEY STREET LONDON - E1 2HU,51.51445770263672,-0.055891264230012894,
CL,Central London,STEPNEY GREEN,P14,O/S 227 to 233 COMMERCIAL ROAD LONDON  - E1 2BU,51.5147590637207,-0.058847468346357346,
CL,Central London,STEPNEY GREEN,P15,OPP 380 COMMERCIAL ROAD LONDON - E1 0LB,51.51383972167969,-0.050022952258586884,
CL,Central London,STEPNEY GREEN,P16,JCN COMMERCIAL ROAD BROMLEY STREET LONDON - E1 0HJ,51.51332473754883,-0.042954057455062866,
CL,Central London,STEPNEY GREEN,P17,CNR SALMON LANE & WHITEHORSE ROAD   - E1 0NJ,51.51472473144531,-0.040703266859054565,
CL,Central London,STEPNEY GREEN,P18,Cannon Street Road  Jcn Sly Street London - E1 2BE,51.514095306396484,-0.06164289638400078,
CL,Central London,STEPNEY GREEN,P19,"Commercial Road Jcn Deancross Street, London - E1 2NX",51.51411437988281,-0.05518530309200287,
CL,Central London,STEPNEY GREEN,P2,JCN STEPNEY HIGH STREET DURHAM ROW LONDON - E1 0NP,51.51731872558594,-0.042494580149650574,
CL,Central London,STEPNEY GREEN,P20,COMMERCIAL RD OPP NO  519 LONDON - E1 0HQ,51.513145446777344,-0.04719899594783783,
CL,Central London,STEPNEY GREEN,P21,"C/O LAVENDER HOUSE NEAR POPULAR CAFE, LONDON   - E1 0HY",51.51298522949219,-0.04265146702528,
CL,Central London,STEPNEY GREEN,P22,O/S MADDOCKS HOUSE CORNWALL STREET LONDON - E1 2QN,51.51118850708008,-0.05784624442458153,
CL,Central London,STEPNEY GREEN,P23,"Sutton Street Jcn Shadwell Gardens, London - E1 2QJ",51.51122283935547,-0.0538240522146225,
CL,Central London,STEPNEY GREEN,P26,"(PCP26) S/O of 26 to 37 18 Massingham St, London E1 4EW  - E1 4EW ",51.52426528930664,-0.04812154546380043,
CL,Central London,STEPNEY GREEN,P27,"(PCP27) S/O 66 White Horse Ln, London E1 4LR  - E1 4LR",51.520668029785156,-0.04439779743552208,
CL,Central London,STEPNEY GREEN,P28,BEN JONSON ROAD JNC DUCKETT STREET STEPNEY GREEN - E1 4SA,51.51800537109375,-0.040533699095249176,
CL,Central London,STEPNEY GREEN,P29,"Martineau Street, Opp 1-32 Thornewill House, London - E1 0AP",51.51127243041992,-0.0513719841837883,
CL,Central London,STEPNEY GREEN,P3,"White Horse Lane Jcn Trafalgar Grds, London - E1 3NE",51.51953887939453,-0.04342285171151161,
CL,Central London,STEPNEY GREEN,P30,O/S 37 TO 92 BARNARDO GARDENS CABLE STREET LONDON - E1 0LW,51.51141357421875,-0.048051223158836365,
CL,Central London,STEPNEY GREEN,P32,"Harford Street, B/H Mercer Court, London - E1 4SF",51.51873779296875,-0.038642846047878265,
CL,Central London,STEPNEY GREEN,P33,Tarling Street Opp Deancross Street London - E1 2PF,51.512908935546875,-0.05574104189872742,
CL,Central London,STEPNEY GREEN,P34,O/S BERGLEN COURT 7 BRANCH ROAD STEPNEY GREEN - E14 7JL,51.511390686035156,-0.03908820077776909,
CL,Central London,STEPNEY GREEN,P35, - ,51.51466751098633,-0.05333131179213524,
CL,Central London,STEPNEY GREEN,P36,S/O 59 AT THE JNC OF ARBOUR SQUARE AND SUMMERCOURT ROAD - E1 0SQ,51.513832092285156,-0.04849555343389511,
CL,Central London,STEPNEY GREEN,P37, - ,51.52058029174805,-0.04441605135798454,
CL,Central London,STEPNEY GREEN,P38,"O/S 29 MASSINGHAM ST, STEPNEY GREEN - E1 4EP",51.52471923828125,-0.04670383781194687,
CL,Central London,STEPNEY GREEN,P39,OPP 63 MILE END ROAD - E1 4TT,51.52085876464844,-0.052072618156671524,
CL,Central London,STEPNEY GREEN,P40,(PCP40) NR JN OF TRAFALGAR GARDENS AND WHITE HORSE LANE WHITE HORSE LANE STEPNEY GRN E1 3FA  - E1 3FA,51.519474029541016,-0.04339674115180969,
CL,Central London,STEPNEY GREEN,P41,(PCP41) O/S 71 REDMANS ROAD LONDON E1 3AQ  - E1 3AQ,51.519351959228516,-0.050162166357040405,
CL,Central London,STEPNEY GREEN,P42,(PCP42) JNC OF STEPNEY GREEN AND CRESSY PLACE STEPNEY GREEN STEPNEY GREEN E1 3JJ   - E1 3JJ,51.519771575927734,-0.04837127774953842,
CL,Central London,STEPNEY GREEN,P43,S O 113  MILE END ROAD  STEPNEY GREEN  LONDON   - E1 4UJ,51.52122116088867,-0.050010304898023605,
CL,Central London,STEPNEY GREEN,P44,JCN OF JAMAICA STREET AND STEPNEY WAY - E1 3EZ,51.516845703125,-0.05024043843150139,
CL,Central London,STEPNEY GREEN,P5,O/S 33 PAYMAL HOUSE STEPNEY WAY LONDON  - E1 3HR,51.5169792175293,-0.050277888774871826,
CL,Central London,STEPNEY GREEN,P6,"O/S 1-19 Wingrad House, Jubilee Street, London - E1 3BJ",51.517425537109375,-0.05314166471362114,
CL,Central London,STEPNEY GREEN,P7,Hannibal Road Jcn Redmans Road London  - E1 3JE,51.519439697265625,-0.049942269921302795,
CL,Central London,STEPNEY GREEN,P8," (PCP8) F/O building 1, Stepney Green, London E1 3JX  - E1 3JX",51.52076721191406,-0.04965498670935631,
CL,Central London,STEPNEY GREEN,P9,"O/S Anchor Retail Park, 121 - 125 Mile End Road, London - E1 4UJ",51.52128601074219,-0.04956069216132164,
CL,Central London,KENTISH TOWN,Exch,,51.54603958129883,-0.14260999858379364,
CL,Central London,KENTISH TOWN,P1,CNR OF RODERICK ROAD & MANSFIELD ROAD KRONE CAB SPKR PR E280 - NW3 2HN,51.553436279296875,-0.1576988250017166,
CL,Central London,KENTISH TOWN,P10,"O/S 200, Prince of Wales Road, Kentish Town, LONDON - NW5 3QB",51.545692443847656,-0.15527144074440002,
CL,Central London,KENTISH TOWN,P11,CNR MALDEN CRESCENT & PRINCE OF WALES RD OPP MALDEN ROAD - ,51.54572677612305,-0.1505972295999527,
CL,Central London,KENTISH TOWN,P12,CNR CHALK FARM ROAD & HARTLAND ROAD - ,51.54268264770508,-0.1473749577999115,
CL,Central London,KENTISH TOWN,P14,BUCK ST OPP STUCLEY PLACE LONDON NW1 8NJ SPKR 485-7425 G2946 E146 - ,51.54017639160156,-0.1431216597557068,
CL,Central London,KENTISH TOWN,P15,"OPP 7 GLOUCESTER AVE NEAR PARKWAY CAMDEN TOWN 2.33/449,SPKR MDF G725 - ",51.53734588623047,-0.1470293551683426,
CL,Central London,KENTISH TOWN,P17,O/S 133 CAMDEN STREET KENTISH TOWN  LONDON  - NW1 0HX,51.540252685546875,-0.13987399637699127,
CL,Central London,KENTISH TOWN,P19,O/S 54 MURRAY STREET CAMDEN SQUARE OFF CAMDEN ROAD - ,51.54384231567383,-0.13325221836566925,
CL,Central London,KENTISH TOWN,P2,RONA ROAD O/S 106 MANSFIELD ROAD LONDON NW3 2JE - ,51.554466247558594,-0.15341626107692719,
CL,Central London,KENTISH TOWN,P20,O/S 174 CAMDEN ROAD & MURRAY STREET LDCR96072/V PRE/CON BIX CAB - ,51.544612884521484,-0.13461971282958984,
CL,Central London,KENTISH TOWN,P21,S/OCHERRY TREE COURT 91-93 CAMDEN ROAD - NW1 9HX,51.54392623901367,-0.1362917572259903,
CL,Central London,KENTISH TOWN,P22,BARTHOLOMEW ROAD SIDE OF NO.75 CAVERSHAM ROAD LONDON NW5 2DP - NW5 2DR,51.54832458496094,-0.1351889669895172,
CL,Central London,KENTISH TOWN,P23,SIDE OF ROSEMARY HOUSE WILLINGHAM TERRACE NEAR 89 LEIGHTON ROAD - ,51.55098342895508,-0.13603228330612183,
CL,Central London,KENTISH TOWN,P24,S/O KINGSTON HOUSE 28 FORTESS ROAD IN FORTESS GROVE KENTISH TOWN LONDON                                            - NW5 2EX,51.55286407470703,-0.14080196619033813,
CL,Central London,KENTISH TOWN,P25,S/O 35 Ascham Street Jnc Lady Margaret Rd KENTISH TOWN - NW5 2NG,51.55266189575195,-0.13809849321842194,
CL,Central London,KENTISH TOWN,P26,ISLIP STREET BY PH 256 KENTISH TOWN ROAD - NW5 2AA,51.549705505371094,-0.14054137468338013,
CL,Central London,KENTISH TOWN,P27,CORNER WILKIN STREET OPPOSITE 82 GRAFTON ROAD - ,51.54828643798828,-0.14645494520664215,
CL,Central London,KENTISH TOWN,P28,JUNC.PRINCE OF WALES ROAD & WILLES ROAD LDCR96069/V PRE/CON - ,51.5465202331543,-0.1433681845664978,
CL,Central London,KENTISH TOWN,P29,REEDS PALCE R/O 132 JCN REEED'S PLACE AND ST PANCRAS WAYS - NW1 9NB,51.54399490356445,-0.14008185267448425,
CL,Central London,KENTISH TOWN,P3,0/S HADDO HOUSE GORDON HOUSE ROAD NEAR HIGHGATE ROAD - ,51.556495666503906,-0.14701558649539948,
CL,Central London,KENTISH TOWN,P30,SIDE OF 85 CASTLEHAVEN ROAD & CASTLE ROAD LDCR96073/V PRE/CON BIX CAB - ,51.54537582397461,-0.14430898427963257,
CL,Central London,KENTISH TOWN,P31,OPP 20 HIGHGATE ROAD KENTISH TOWN LONDON - NW5 1NS,51.55268096923828,-0.14229515194892883,
CL,Central London,KENTISH TOWN,P32,SIDE 72 CONSTANTINE RD & CRESSY RD - ,51.55533981323242,-0.16095416247844696,
CL,Central London,KENTISH TOWN,P33,"O/S Faraday House, York Rise, Highgate, London - NW5 1DU",51.55766296386719,-0.14285674691200256,
CL,Central London,KENTISH TOWN,P34,CORNER QUEENS CRESCENT & OPP 189 PRINCE OF WALES ROAD SPKR B 550 - ,51.5458984375,-0.1546141356229782,
CL,Central London,KENTISH TOWN,P35,"SIDE OF TELEPHONE KIOSKS O/S,1-12 BARRINGTON COURT GRAFTON ROAD LONDON NW5 4AJ - ",51.55318832397461,-0.15167933702468872,
CL,Central London,KENTISH TOWN,P36,OUTSIDE 32 INVERNESS STREET JCN ARLINGTON ROAD CAMDEN  - NW1 7HB,51.53936004638672,-0.1449429988861084,
CL,Central London,KENTISH TOWN,P37,SIDE OF 15 CLIFF RD & CAMDEN PARK RD SPKER 485 7428(H 1024) - ,51.54722213745117,-0.12924854457378387,
CL,Central London,KENTISH TOWN,P39,SIDE OF 178 KENTISH T RD & PATSHULL RD LDCR96159/V PRE CONN/BIX - ,51.54719924926758,-0.14123491942882538,
CL,Central London,KENTISH TOWN,P4,CORNER CROFTDOWN ROAD & HIGHGATE ROAD - ,51.5591926574707,-0.1490267962217331,
CL,Central London,KENTISH TOWN,P40,SIDE OF 4 CASTLE PLACE KENTISH TOWN ROAD - NW1 8PB,51.54484176635742,-0.1418789178133011,
CL,Central London,KENTISH TOWN,P42,S/O ADVENTIST CHURCH HAVERSTOCK HILL HAMPSTEAD LONDON - NW3 2BE,51.545955657958984,-0.15602515637874603,
CL,Central London,KENTISH TOWN,P43,"O/S 127 Queens Crescent, Kentish Town, NW54HE , JNC  Malden Road - NW54HE",51.54914093017578,-0.15324251353740692,
CL,Central London,KENTISH TOWN,P44,SIDE P/H 166 MALDEN RD - ,51.55078887939453,-0.15497882664203644,
CL,Central London,KENTISH TOWN,P45,OUTSIDE BARFLY PUBLIC HOUSE 49 CHALK FARM ROAD KENTISH TOWN LONDON  - NW1 8AN,51.54307174682617,-0.14934924244880676,
CL,Central London,KENTISH TOWN,P46,O/S GREEK CHURCH OPP KENTISH TOWN ROAD & ROCHESTER ROAD - ,51.545467376708984,-0.14150738716125488,
CL,Central London,KENTISH TOWN,P47,O/S 108A GRAFTON RD  KENTISH TOWN  LONDON - NW5 4BA,51.548919677734375,-0.14730899035930634,
CL,Central London,KENTISH TOWN,P48,JUNCTION OF RHYL ST & TALACRE RD - ,51.54808807373047,-0.14970827102661133,
CL,Central London,KENTISH TOWN,P49,JUNCTION OF HIGHGATE ROAD & GORDON HOUSE ROAD - ,51.556663513183594,-0.14679239690303802,
CL,Central London,KENTISH TOWN,P5,SIDE P H FORTESS WALK NEAR FIRE STATION HIGHGATE ROAD - ,51.55243682861328,-0.14164158701896667,
CL,Central London,KENTISH TOWN,P50,OPP 41a GLOUCESTER CRESCENT - NW1 7EB,51.53926467895508,-0.1472686529159546,
CL,Central London,KENTISH TOWN,P51,OPP 62 JNC OF CAMDEN ROAD AND CAMDEN STREET CAMDEN TOWN LONDON - NW1 9DR,51.540443420410156,-0.14012570679187775,
CL,Central London,KENTISH TOWN,P52,OPP 25 AGAR GROVE BEHIND FENCE/ADJ TO FLATS. SPKR 485 7428 - ,51.542869567871094,-0.1319652944803238,
CL,Central London,KENTISH TOWN,P53,O/S 36 ST PAULS CRESCENT LONDON - NW1 9XL,51.54365539550781,-0.129380464553833,
CL,Central London,KENTISH TOWN,P55,"SIDE OF 27 LUPTON ST, OFF FORTRESS ROAD - NW5 2HU",51.55518341064453,-0.13852913677692413,
CL,Central London,KENTISH TOWN,P56,"O/S LUDHAM HSE,SOUTHAMPTON RD,NEAR RAILWAY BRIDGE SPKR CCT 020 7485 7425 - ",51.55257797241211,-0.15740177035331726,
CL,Central London,KENTISH TOWN,P57,(PCP57) O/S NO 1 KELLY STREET JUNC KENTISH TOWN ROAD NW1 8PG  - NW1 8PG,51.54560089111328,-0.14197789132595062,
CL,Central London,KENTISH TOWN,P59,78 HIGHGATE ROAD OPP LADY SOMERSET ROAD NW5 1TL SPKR A450 '485 7229' - ,51.55421829223633,-0.14452609419822693,
CL,Central London,KENTISH TOWN,P6,S/O 31 DARTMOUTH PARK HILL BY CHETWYND ROAD PA-GAS-E/S 69 MDF1 C69 - NW5 1HR,51.559242248535156,-0.14038316905498505,
CL,Central London,KENTISH TOWN,P60,O/S 33 ST PAULS CRESC OFF AGAR GROVE - ,51.54256057739258,-0.12906475365161896,
CL,Central London,KENTISH TOWN,P61,O/S SHIPTON HOUSE PRINCE OF WALES ROAD QUANTE CAB LONDON NW5 3ND - ,51.546016693115234,-0.15126335620880127,
CL,Central London,KENTISH TOWN,P62,O/S 154 ARLINGTON RD L'10.77 PARKWAY. SPEAKER ON MDF L4376 - ,51.53801345825195,-0.14339713752269745,
CL,Central London,KENTISH TOWN,P63,O/S FLANK WALL COURTHOPE RD&60 MANSFIELDRD LONDON - ,51.553897857666016,-0.15561741590499878,
CL,Central London,KENTISH TOWN,P64,OS 92 CAMDEN STREET CAMDEN TOWN LONDON - NW1 OJA,51.539188385009766,-0.13857628405094147,
CL,Central London,KENTISH TOWN,P65,O/S HEALTH CENTRE OPP 3 BARTHOLOMEW ROAD - ,51.54606628417969,-0.14017051458358765,
CL,Central London,KENTISH TOWN,P68,OPPOSITE THE PIRATE CASTLE ON OVAL ROAD CAMDEN TOWN LONDON - NW1 7EA,51.5404167175293,-0.14810140430927277,
CL,Central London,KENTISH TOWN,P69,CNR BARTHOLOMEW ROAD/ LEIGHTON ROAD KENTISH TOWN QUANTE CAB - ,51.55067443847656,-0.13490529358386993,
CL,Central London,KENTISH TOWN,P70,O/S 175  CAMDEN ROAD  CAMDEN LONDON   - NW1 9AZ,51.54715347290039,-0.13168883323669434,
CL,Central London,KENTISH TOWN,P8,O/S 117 WELLESLEY ROAD KENTISH TOWN LONDON - NW5 4QD,51.55251693725586,-0.15412986278533936,
CL,Central London,KENTISH TOWN,P9,OPP 196 GRAFTON ROAD NEAR QUEENS CRESCENT - ,51.550987243652344,-0.14996564388275146,
CL,Central London,KINGS CROSS,P1,O/S 4 WARNER STREET LONDON EC1R 5ER  - EC1R 5ER,51.52289581298828,-0.10947351902723312,
CL,Central London,KINGS CROSS,P10,"OPP 2, CLAREMONT SQUARE, KINGS CROSS, LONDONN1 9LY - N1 9LY",51.53150177001953,-0.11107788980007172,
CL,Central London,KINGS CROSS,P11,FRIEND ST SIDE OF 283 OWENS COURT GOSWELL RD - EC1V 7RP,51.5302734375,-0.10353069752454758,
CL,Central London,KINGS CROSS,P12,"S/O PRINTFLOW LTD, CITYBRIDGE HOUSE,  235-245, GOSWELL ROAD,KINGS CROSS  LONDON EC1V 7JD - EC1V 7JD",51.52936935424805,-0.10215535759925842,
CL,Central London,KINGS CROSS,P14,JCN GREAT PERCY STREET / KINGS CROSS ROAD - WC1X 9QG,51.52888488769531,-0.11559777706861496,
CL,Central London,KINGS CROSS,P15, - ,51.53542709350586,-0.11700020730495453,
